Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
MNMD-11---,,NEW MEDIA 11,English,,N,,2,1,24,2.00,,20,,2,,,,Y
MODED11---,,OUTDOOR EDUCATION 11,Physical Education,,N,,2,1,29,2.00,,50,,1,,,,Y
MODED12---,,OUTDOOR EDUCATION 12,Physical Education,,N,,2,1,29,2.00,,50,,1,,,,Y
MPGEO12---,,PHYSICAL GEOGRAPHY 12,Social Studies,,N,,2,1,24,2.00,,10,,1,,,,Y
MPH--11---,,PHYSICS 11,Science,,N,,2,1,23,2.00,,20,,6,,,,Y
MPH--12---,,PHYSICS 12,Science,,N,,2,1,23,2.00,,35,,5,,,,Y
MPHE-09---,,PHYSICAL AND HEALTH EDUCATION 9,Physical Education,,N,,2,1,29,2.00,,35,,3,,,,Y
MPHE-09--L,,PHYSICAL AND HEALTH EDUCATION 9 Linear,Physical Education,,N,,1,1,32,2.00,,40,,1,,,,Y
MPHE-09B--,,PHYSICAL AND HEALTH EDUCATION 9 Boys,Physical Education,,N,,2,1,29,2.00,,35,,5,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 9,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
MPHE-09B-L,,PHYSICAL AND HEALTH EDUCATION 9 Boys Linear,Physical Education,,N,,1,1,29,1.00,,35,,1,,,,Y
MPHE-09G--,,PHYSICAL AND HEALTH EDUCATION 9 Girls,Physical Education,,N,,2,1,29,2.00,,35,,4,,,,Y
MPHE-09G-L,,PHYSICAL AND HEALTH EDUCATION 9 Girls Linear,Physical Education,,N,,1,1,29,1.00,,35,,1,,,,Y
MPHE-09Y--,,PHYSICAL AND HEALTH EDUCATION 9 Yoga for Mindfulns,Physical Education,,N,,2,1,29,2.00,,50,,1,,,,Y
MPHED10---,,PHYSICAL AND HEALTH EDUCATION 10,Physical Education,,N,,2,1,29,2.00,,35,,4,,,,Y
MPHED10--L,,PHYSICAL AND HEALTH EDUCATION 10 LINEAR,Physical Education,,N,,1,1,29,2.00,,35,,2,,,,Y
MPHED10B--,,PHYSICAL AND HEALTH EDUCATION 10 Boys,Physical Education,,N,,2,1,29,2.00,,35,,5,,,,Y
MPHED10B-L,,PHYSICAL AND HEALTH EDUCATION 10 LINEAR Boys,Physical Education,,N,,1,1,29,1.00,,35,,1,,,,Y
MPHED10G--,,PHYSICAL AND HEALTH EDUCATION 10 Girls,Physical Education,,N,,2,1,29,2.00,,35,,4,,,,Y
MPHED10G-L,,PHYSICAL AND HEALTH EDUCATION 10 LINEAR Girls,Physical Education,,N,,1,1,29,1.00,,35,,1,,,,Y
MPREC11---,,PRE-CALCULUS 11,Mathematics,,N,,2,1,29,2.00,,20,,7,,,,Y
MPREC11H--,,PRE-CALCULUS 11 HONOURS,Mathematics,,N,,2,1,29,2.00,,10,,1,,,,Y
MPREC12---,,PRE-CALCULUS 12,Mathematics,,N,,2,1,29,2.00,,20,,6,,,,Y
MPREC12H--,,PRE-CALCULUS 12 HONOURS,Mathematics,,N,,2,1,29,2.00,,10,,1,,,,Y
MRUS-10,,RUSSIAN 10,Languages,,N,,0,0,0,,,0,,0,,,,Y
MRUS-11,,RUSSIAN 11,Languages,,N,,0,0,0,,,0,,0,,,,Y
MRUS-12,,RUSSIAN 12,Languages,,N,,0,0,0,,,0,,0,,,,Y
MSC--09---,,SCIENCE 9,Science,,N,,2,1,23,2.00,,20,,5,,,,Y
MSC--09A--,,SCIENCE 9: ADAPTED,Science,,N,,4,1,15,1.00,,10,,1,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 10,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
MSC--09C--,,SCIENCE 9: CHALLENGE,Science,,N,,2,1,23,2.00,,20,,2,,,,Y
MSC--09D--,,Science 9 Discovery,Science,,N,,2,1,23,2.00,,20,,5,,,,Y
MSC--10---,,SCIENCE 10,Science,,N,,2,1,23,2.00,,20,,8,,,,Y
MSC--10C--,,SCIENCE 10: CHALLENGE,Science,,N,,2,1,23,2.00,,20,,2,,,,Y
MSP--09---,,SPANISH 9,Modern Languages,,N,,2,1,29,2.00,,35,,2,,,,Y
MSP--10---,,SPANISH 10,Modern Languages,,N,,2,1,29,2.00,,35,,2,,,,Y
MSP--11---,,SPANISH 11,Modern Languages,,N,,2,1,29,2.00,,35,,2,,,,Y
MSP--12---,,SPANISH 12,Modern Languages,,N,,2,1,29,2.00,,35,,1,,,,Y
MSPLG10--L,,SPOKEN LANGUAGE 10 LINEAR,English,,N,,2,1,24,2.00,,10,,2,,,,Y
MSS--09---,,SOCIAL STUDIES 9,Social Studies,,N,,2,1,24,2.00,,20,,5,,,,Y
MSS--09C--,,SOCIAL STUDIES 9 CHALLENGE,Social Studies,,N,,2,1,24,2.00,,20,,2,,,,Y
MSS--10---,,SOCIAL STUDIES 10,Social Studies,,N,,2,1,24,2.00,,20,,7,,,,Y
MSS--10C--,,SOCIAL STUDIES 10 CHALLENGE,Social Studies,,N,,2,1,24,2.00,,20,,2,,,,Y
MSTAT12---,,STATISTICS 12,Mathematics,,N,,2,1,29,1.00,,15,,1,,,,Y
MSTAT12--L,,STATISTICS 12 LINEAR,Mathematics,,N,,1,1,29,2.00,,15,,1,,,,Y
MSTX-0A---,,SKILLS EXPLORATION 10A,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
MSTX-0AI--,,INCLUSIVE INTRODUCTION TO TRADE SKILLS 10,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
MSTX-1A---,,SKILLS EXPLORATION 11A,Applied Skills,,N,,2,1,21,2.00,,50,,2,,,,Y
MSTX-1AI--,,INCLUSIVE INTRODUCTION TO TRADE SKILLS 11,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 11,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
MSTX-2A---,,SKILLS EXPLORATION 12A,Applied Skills,,N,,2,1,21,2.00,,50,,2,,,,Y
MSTX-2AI--,,INCLUSIVE INTRODUCTION TO TRADE SKILLS 12,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
MTAUT11---,,AUTOMOTIVE TECHNOLOGY 11,Applied Skills,,N,,2,1,21,2.00,,50,,3,,,,Y
MTAUT12---,,AUTOMOTIVE TECHNOLOGY 12,Applied Skills,,N,,2,1,21,2.00,,50,,3,,,,Y
MTDRF10---,,ADST ?  DRAFTING 10,Applied Skills,,N,,2,1,24,2.00,,50,,5,,,,Y
MTDRF11---,,DRAFTING 11,Applied Skills,,N,,2,1,24,2.00,,50,,5,,,,Y
MTDRF12---,,DRAFTING 12,Applied Skills,,N,,2,1,24,2.00,,50,,5,,,,Y
MTEAD12---,,ENGINE AND DRIVETRAIN 12,Applied Skills,,N,,2,1,21,2.00,,50,,3,,,,Y
MTEAR10---,,ADST ?  ELECTRONICS AND ROBOTICS 10,Applied Skills,,N,,2,1,24,2.00,,50,,3,,,,Y
MTEXP10D--,,ADST-Technology Explorations 10 Design Innov & Inq,Information Tech,,N,,2,1,24,2.00,,50,,1,,,,Y
MTPOW10---,,ADST ?  POWER TECHNOLOGY 10,Applied Skills,,N,,2,1,21,2.00,,50,,2,,,,Y
MTROB11---,,ROBOTICS 11,Applied Skills,,N,,2,1,24,2.00,,50,,3,,,,Y
MTROB12---,,ROBOTICS 12,Applied Skills,,N,,2,1,24,2.00,,50,,3,,,,Y
MVAPH10---,,VISUAL ARTS: PHOTOGRAPHY 10,Fine Arts,,N,,2,1,24,2.00,,50,,2,,,,Y
MVAPH11---,,PHOTOGRAPHY 11,Fine Arts,,N,,2,1,24,2.00,,50,,2,,,,Y
MVAPH12---,,PHOTOGRAPHY 12,Fine Arts,,N,,2,1,24,2.00,,50,,2,,,,Y
MVAST10---,,VISUAL ARTS: ART STUDIO 10,Fine Arts,,N,,2,1,29,2.00,,50,,5,,,,Y
MVAST11---,,ART STUDIO 11,Fine Arts,,N,,2,1,29,2.00,,50,,3,,,,Y
MVAST12---,,ART STUDIO 12,Fine Arts,,N,,2,1,29,2.00,,50,,3,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 12,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
MWBDV10IT-,,Information and Communications Technologies 10,Information Tech,,N,,2,1,24,2.00,,50,,4,,,,Y
MWEX-2A---,,WORK EXPERIENCE 12A,Career Prep,,N,,2,1,29,2.00,,50,,3,,,,Y
MWEX-2A--L,,WORK EXPERIENCE 12A LINEAR,Career Prep,,N,,1,1,29,2.00,,50,,1,,,,Y
MWEX-2B---,,WORK EXPERIENCE 12B,Career Prep,,N,,2,1,29,2.00,,50,,1,,,,Y
MWEX-2B--L,,WORK EXPERIENCE 12B LINEAR,Career Prep,,N,,1,1,29,2.00,,50,,1,,,,Y
MWH--12---,,20th CENTURY WORLD HISTORY 12,Social Studies,,N,,2,1,24,2.00,,20,,3,,,,Y
MWPM-10---,,WORKPLACE MATHEMATICS 10,Mathematics,,N,,2,1,29,2.00,,10,,1,,,,Y
MWPM-11---,,WORKPLACE MATHEMATICS 11,Mathematics,,N,,2,1,29,2.00,,20,,3,,,,Y
MWWK-10---,,ADST ?  WOODWORK 10,Applied Skills,,N,,2,1,21,2.00,,50,,3,,,,Y
MWWK-11---,,WOODWORK 11,Applied Skills,,N,,2,1,21,2.00,,50,,3,,,,Y
MWWK-12---,,WOODWORK 12,Applied Skills,,N,,2,1,21,2.00,,50,,4,,,,Y
PB---2A---,,CAMOSUN COLLEGE COURSE 12A,Camosun College,,N,,2,1,29,2.00,,50,,3,,,,Y
PY---2A---,,UNIVERSITY OF VICTORIA COURSE 12A,U of Victoria,,N,,0,0,0,,,0,,3,,,,Y
PY---2B---,,UNIVERSITY OF VICTORIA COURSE 12B,U of Victoria,,N,,0,0,0,,,0,,1,,,,Y
TSTB-2A---,,Explore: Trades Sampler (Camosun) 12A,Other,,N,,0,0,0,,,0,,1,,,,Y
TSTB-2B---,,Explore: Trades Sampler (Camosun) 12B,Other,,N,,0,0,0,,,0,,1,,,,Y
UXSO-11,,EXTERNAL SPORT: OFFICIAL 11,Other,,N,,0,0,0,,,0,,0,,,,Y
UXSO-12,,EXTERNAL SPORT: OFFICIAL 12,Other,,N,,0,0,0,,,0,,0,,,,Y
XAT--11---,,ASSIGNED TIME 11,Not Applicable,,N,,2,1,50,2.00,,20,,4,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 13,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
XAT--12---,,ASSIGNED TIME 12,Not Applicable,,N,,2,1,50,2.00,,20,,4,,,,Y
XBA--09B-L,,BEGINNER BAND 9 LINEAR,Band,,N,,1,1,100,1.00,,10,,1,,,,Y
XBA--09C-L,,CONCERT BAND 9 Linear,Band,,N,,1,1,100,1.00,,10,,1,,,,Y
XBA--09G--,,CONCERT BAND 9 - Guitar,Band,,N,,2,1,29,2.00,,50,,2,,,,Y
XBA--09J-L,,JAZZ BAND 9 LINEAR,Music,,N,,1,1,100,2.00,,50,,1,,,,Y
XC---09--L,,CONCERT CHOIR 9 Linear,Music,,N,,1,1,50,2.00,,50,,1,,,,Y
XLDCB09LS-,,LEARNING STRATEGIES 9 LD,Personal Development,,N,,2,1,29,2.00,,50,,8,,,,Y
XLDCB09LSL,,LEARNING STRATEGIES 9 LD LINEAR,Personal Development,,N,,1,1,29,1.00,,50,,2,,,,Y
XLDCB09M--,,TECH ED 9: MECHANICS LD,Technology Education,,N,,2,1,21,2.00,,50,,2,,,,Y
XLDCB09S-L,,STRINGS 9 LINEAR,Band,,N,,1,1,100,2.00,,50,,1,,,,Y
XLDCE09NM-,,NUMERACY 9,Mathematics,,N,,2,1,29,2.00,,10,,1,,,,Y
XSIEP1A---,,IEP MODIFIED 11A LD,Special Education,,N,,2,1,29,2.00,,50,,1,,,,Y
XSIEP1B---,,IEP MODIFIED 11B LD,Special Education,,N,,2,1,29,2.00,,50,,1,,,,Y
XSIEP1C---,,IEP MODIFIED 11C LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
XSIEP1D---,,IEP MODIFIED 11D LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
XSIEP1E---,,IEP MODIFIED 11E LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
XSIEP1F---,,IEP MODIFIED 11F LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
XSIEP1G---,,IEP MODIFIED 11G LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
XSIEP1H---,,IEP MODIFIED 11H LD,Special Education,,N,,2,1,29,2.00,,20,,1,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 14,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
XSIEP2A---,,IEP MODIFIED 12A LD,Special Education,,N,,2,1,29,2.00,,50,,1,,,,Y
XSIEP2C---,,IEP MODIFIED 12C LD,Special Education,,N,,2,1,29,,,20,,1,,,,Y
XSIEP2E---,,IEP MODIFIED 12E LD,Special Education,,N,,2,1,29,,,20,,1,,,,Y
XSPBK0A---,,SUPPORT BLOCK 10A,Personal Development,,N,,2,1,29,2.00,,50,,1,,,,Y
XSPBK1A---,,SUPPORT BLOCK 11A,Personal Development,,N,,2,1,29,2.00,,50,,2,,,,Y
XSPBK2A---,,SUPPORT BLOCK 12A,Personal Development,,N,,2,1,29,2.00,,50,,2,,,,Y
YAH--1A,,BA ALLIED HEALTH 11A,Health and Career,,N,,0,0,0,,,0,,0,,,,Y
YCPA-0AX-L,,COMMUNITY LEADERSHIP 10 Linear,Personal Development,,N,,1,1,200,2.00,,50,,1,,,,Y
YCPA-0AXE-,,COMMUNITY LEADERSHIP 10,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YCPA-1AX-L,,COMMUNITY LEADERSHIP 11 Linear,Personal Development,,N,,1,1,200,2.00,,50,,1,,,,Y
YCPA-1AXE-,,COMMUNITY LEADERSHIP 11,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YCPA-2AX-L,,COMMUNITY LEADERSHIP 12 Linear,Personal Development,,N,,1,1,200,2.00,,50,,1,,,,Y
YCPA-2AXE-,,COMMUNITY LEADERSHIP 12,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YCPA-2AXG-,,COMMUNITY LEADERSHIP 12,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YED--0AX--,,LEARNING STRATEGIES 10,Applied Skills,,N,,2,1,20,2.00,,50,,10,,,,Y
YED--0AX-L,,LEARNING STRATEGIES 10 LINEAR,Applied Skills,,N,,1,1,20,1.00,,50,,2,,,,Y
YED--0BX-L,,PEER TUTORING 10 LINEAR,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YED--1DX--,,LEARNING STRATEGIES 11,Applied Skills,,N,,2,1,20,2.00,,50,,9,,,,Y
YED--1DX-L,,LEARNING STRATEGIES 11 LINEAR,Applied Skills,,N,,1,1,20,1.00,,50,,2,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 15,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
YED--1EX-L,,PEER TUTORING 11 LINEAR,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YED--1FX--,,TEACHER ASSISTANT 11,Personal Development,,N,,2,1,29,2.00,,50,,1,,,,Y
YED--2CX--,,LEARNING STRATEGIES 12,Applied Skills,,N,,2,1,20,2.00,,50,,9,,,,Y
YED--2CX-L,,LEARNING STRATEGIES 12 LINEAR,Applied Skills,,N,,1,1,20,1.00,,50,,1,,,,Y
YED--2DX-L,,PEER TUTORING 12 LINEAR,Personal Development,,N,,1,1,50,2.00,,50,,1,,,,Y
YED--2EX--,,TEACHER ASSISTANT 12,Personal Development,,N,,2,1,29,2.00,,50,,11,,,,Y
YED--2FX-L,,SCHOLARSHIP PREPARATION 12 LINEAR,Applied Skills,,N,,1,1,100,2.00,,50,,1,,,,Y
YESFL0AX--,,BEGINNERS ELL 10,English,,N,,2,1,24,2.00,,50,,1,,,,Y
YESFL0AX-L,,BEGINNERS ELL 10 Linear,English,,N,,2,1,24,2.00,,10,,2,,,,Y
YESFL1CX--,,ELL Academic Literacy 11,English,,N,,2,1,24,2.00,,10,,2,,,,Y
YIA--2AI--,,INTRODUCTION TO AVIATION 12,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
YIA--2BS--,,AVIATION SYSTEMS AND DESIGN 12,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
YIA--2CF--,,AVIATION FABRICATION 12,Applied Skills,,N,,2,1,21,2.00,,50,,1,,,,Y
YLAW-2CX--,,CRIMINOLOGY 12,Social Studies,,N,,2,1,24,2.00,,50,,3,,,,Y
YMIS-1DD--,,DESIGN AND INNOVATION 11,Applied Skills,,N,,2,1,24,2.00,,50,,1,,,,Y
YMIS-2DD--,,DESIGN AND INNOVATION 12,Applied Skills,,N,,2,1,24,2.00,,50,,1,,,,Y
YPA--0CX--,,YOGA FOR MINDFULNESS 10,Personal Development,,N,,2,1,29,2.00,,50,,1,,,,Y
YPA--1CX--,,YOGA FOR MINDFULNESS 11,Personal Development,,N,,2,1,29,2.00,,50,,1,,,,Y
YPA--2CX--,,YOGA FOR MINDFULNESS 12,Personal Development,,N,,2,1,29,2.00,,50,,1,,,,Y
Greater Victoria,,,,,,,,,,,,,Mount Douglas Secondary,,,,,
,,,,,,Course Schedule Attributes,,,,,,,,,,,,
Page 16,,,,,,,,,,,,,,,,"April 17, 2023",,
,#,Course,Department,Substitute,,,Base Terms/Year,Covered Terms/Year,Max Enrollment,PPC,Priority,,,Sections,Content Terms,,Include,
YPR--0BX--,,OUTDOOR EDUCATION 10,Physical Education,,N,,2,1,29,2.00,,50,,1,,,,Y
YPSYC1AX--,,PSYCHOLOGY 11,Personal Development,,N,,2,1,24,2.00,,50,,4,,,,Y
